[main] [34mINFO [0;39m [36mi.a.i.d.k.r.WordTokenizer[0;39m - creating word tokenizer class of jhazm 

78	عنبرنهنگیان بالاخانواده‌ای از آب‌بازسانان دندان‌دار است که شامل سه گونه نهنگ می‌شود: نهنگ عنبر در سرده «عنبری‌ها»، نهنگ عنبر ریزقد و نهنگ عنبر کوتوله در سرده «کوچک‌عنبری‌ها».	نهنگ عنبر	عنبری‌ها	predicate: genus

79	باضافه دستبافی منسوجات نخل خرما و دامداری در بعضی از مناطق این شهرستان.	خرما	نخل	predicate: ordo

80	دارای زمین زیر کشت وسیعی دارد و درآن جو و گندم می‌کارند، دارای ۱۲۰۰ اصله نخل خرما دیم می‌باشد.	خرما	نخل	predicate: ordo

81	شغل مردم روستا اکثراً آزاد بوده (بنایی، ماهی گیری، کشاورزی، دامپروری و …) و شغل خانم‌ها علاوه بر خاندار بودن صنایع دستی متنوعی رانیز ساخته و به بازار ارزه می‌گردانند از جمله صنایع دستی رو ستا می‌توان به گلابتون دوزی، جلبیر بافی (نوعی رو سری گل دار زیبا)، پیش بافی (نوعی جارو دستی)، پری بافی (نوعی سبد که محصول خرما را در آن ذخیره می‌کنند)، چیلک بافی (نوعی طناب که از برگ‌های درخت نخل درست می‌شود) و …	خرما	نخل	predicate: familia

82	تعداد ۳۵ حلقه چاه در روستا وجود دارد که ازآب‌های آنها برای امور کشاورزی استفاده می‌شود، آب چاه‌ها وقنات‌ها حداکثر قابلیت کشت جو و گندم, کنجد, پنبه, جو، هندوانه و به صورت نادر برخی دیگر از صیفی جات و نخل خرما را دارند.	خرما	نخل	predicate: familia

83	حلزون همستوما یکی از گونه‌های سرده حلزون آکاوس می‌باشد.	حلزون همستوما	حلزون آکاوس	predicate: genus

84	این شهر به زارعت انگور مشهور است، و دارای باغ‌های مرکبات و باغ‌های میوه است، محصول این باغ‌ها عبارت‌اند از: سیب، هلو، انار، پرتقال، نارنگی، لیمو ترش، لیمو شیرین، نارنج، بالنگ، به اضافه خربزه، هندوانه، گوآوا، پاپایه و خیار است، و همچنین دیگر محصول‌های صیفی و زمستانی نیز می‌کارند.	نارنج	مرکبات	predicate: genus

85	علاوه براین گونه هائی از پرندگان کوچنده کنار آبزی از قبیل سلیم‌ها، آبچلیک، گیلان شا، حواسیل خاکستری، اقرت، خروس کولی، لک لک، طاوسک و انواع مرغابی‌ها، سرسبز، خوتکا، سرحنائی، چنگر، نوک سرخ، کاکائی، اردک نوک پهن، آنقوتَ، طنجه، َ غارو فلامینگو نیز از دیگر پرندگانی هستند که در دشت مغان زمستان خود را سپری می‌کنند.	آبچلیک	پرندگان	predicate: classis

86	پیشهٔ مردم این روستا کشاورزی است وباغ‌های مرکبات و نخل خرما در روستا فراوان است.	خرما	نخل	predicate: familia

87	دارای زمین زیر کشت وسیعی دارد و درآن جو و گندم می‌کارند، دارای ۱۲۰۰ اصله نخل خرما دیم می‌باشد.	خرما	نخل	predicate: familia

88	از کشورهایی که مبنای انتخابشان در ارتباط با محصول کشاورزی بوده‌است، می‌توان به انتخاب لاله در هلند و بلژیک و انتخاب قهوه عربی در کشورهای یمن و اتیوپی، انتخاب نخل خرما در عربستان سعودی و فلفل سیاه در لیبریا اشاره کرد.	خرما	نخل	predicate: ordo

89	درپایه کوه‌های که دهستان را احاطه نموده‌است باغهای مرکبات ومزاره نخل خرما وجود دارد.	خرما	نخل	predicate: ordo

90	دارکوب قهوه‌ای (دارکوب راه‌راه) معمولی پرندهای از سردهٔ دارکوبان راه‌راه در تیرهٔ دارکوبیان است.	دارکوب راه‌راه	دارکوبان راه‌راه	predicate: genus

91	مردم جنوب ایران به‌ویژه در هرمزگان برای حفظ جان دامهای خود در مقابل حیوانات درنده از قبیل گرگ، شغال و روباه محفظهٔ بزرگی از چوب درخت نخل خرما درست می‌کنند که به وسیلهٔ این چوبها و با در کنار هم قرار دادن و گره‌زدن آنها با درانی (طناب) جایگاه مخصوص به دام را درست می‌کنند که (پاگه Pagah) نام دارد، که به گویش کوخردی «اَسُوه» نامیده می‌شود.	خرما	نخل	predicate: familia

92	پوست مرکبات غیرشیرین برای نمونه نارنج (که به ‌آن «پرتقال تلخ» هم می‌گویند)، از نظر داشتن خواص دارویی ارزش بیشتری از نوع شیرینِ مرکبات دارد.	نارنج	مرکبات	predicate: genus

93	از دیگر پستانداران کف‌رو می‌توان از راکون (گونه‌ای خرسک آمریکایی)، صاریغ، خرس، خرگوش، موش، راسو و جوجه‌تیغی نام برد.	جوجه‌تیغی	پستانداران	predicate: classis

94	وهمچنین پرندگان مختلف کوهستانی نیز در این کوه زندگی می‌کنند که عبارت‌اند از: کبک، تیهو، قُمری، بادخور، سبزقبا، سهره، چکاوک، فاخته، بلبل، چکاوک هدهد، دم جنبانک، جغد، گنجشک می‌توان نام برد.	سبزقبا	پرندگان	predicate: classis

95	علاوه بر اینکه اسب و خر بعنوان اسبیان با گورخر هم خانواده‌اند.	گورخر	اسبیان	predicate: genus

96	در صحرای خلوص حدود ۲۰ باب آب‌انبار (برکه) به طور پراکنده وجود دارد، وحدود ۵۰۰ اصله نخل خرما نیز به طور پراکنده در این صحرای پهناور دیده می‌شود.	خرما	نخل	predicate: familia

97	آب چاه‌ها حداکثر قابلیت کشت جو و گندم, کنجد, پنبه, جو، هندوانه و به صورت نادر برخی دیگر از صیفی جات و نخل خرما را دارند.	خرما	نخل	predicate: ordo

98	پستانداران این منطقه نیز کل و بز، قوچ و میش، گرگ و روباه هستند و استعداد نگهداری آهو و پلنگ نیز در آن وجود دارد.	آهو	پستانداران	predicate: classis

99	بخش‌های دیگر این فصل کتاب عبارتند از: آبچلیک زوزه گرگی از سرده بارترامیا و خانواده آبچلیک است که از لحاظ پرنده شناسی به پرندگان گیلان شاه نزدیک است.	آبچلیک	پرندگان	predicate: classis

100	زَمین‌گُستَر (Spergularia) سرده‌ای از گیاهان از خانواده میخکیان است.	میخکیان	گیاهان	predicate: regnum

101	آب زیر زمینی اش شیرین است و محاصیل زراعتی فراوانی مانند: جو و گندم، وعدس و لوبیا، و نخود، و غله کشت می‌شود، همچنین در حدود ۶۰۰ اصله نخل دیم دارد که از ثمر آن مرغوب‌ترین انواع خرما و از سیفی جات گوجه فرنگی در منطقه بدست می‌آید.	خرما	نخل	predicate: familia

102	جانوران شبیه جوندگان، برگچه‌خوار و پاکا، نیز به عنوان غذا در آمریکای جنوبی مصرف می‌شوند.	جوندگان	جانوران	predicate: regnum

103	این فرش دارای ۲ ترنج کامل با کلاله‌های جانبی و نیم ترنج متصل به حاشیه و لچک‌هایی به نقش یک چهارم ترنج است و در زمینهٔ لاکی رنگ آن حیوانات شکار مانند: آهو و گوزن و وحوشی مانند شیر و پلنگ و همچنین جانوران افسانه‌ای مانند اژدها در میان درختان و شاخسارهای گلدار دیده می‌شوند.	آهو	جانوران	predicate: regnum

104	عصاره ماده‌ای‌ست که از یک ماده دیگر یا گیاه یا میوه‌هایی مانند انگور، خرما و توت و معمولاً از طریق جوشاندن با کمک یک حلّال مانند آب یا الکل به دست می‌آید.	خرما	گیاه	predicate: regnum

105	وجود بیش از ۳۵۰ هزار اصله درخت نخل، ۵/۳ میلیون درخت مرکبات نظیر پرتقال، لیموشیرین، لیموترش، نارنگی و نارنج که ۲۴ هزارهکتار از اراضی شهرستان جهرم را دربرمی گیرد و همچنین قرارداشتن بیش از ۴۱هزار هکتار از زمین‌های زراعی این سامان، زیر کشت گندم و جو و حبوبات، برنج، تنباکو و صیفی جات، جهرم را بعنوان یکی از قطبهای مهم کشاورزی کشورمان معرفی می‌نماید علاوه بر خرمای شاهانی جهرم که از نظر کارشناسان یکی از مرغوبترین انواع خرما در جهان است و ۲/۱ درصد خرمای جهان را تأمین می‌کند مرکبات جهرم هم درصد بالایی از تولید مرکبات ایران را به خود اختصاص داده است.	نارنج	مرکبات	predicate: genus

106	جمجمه کیسه‌داران نیز از جهات گوناگون با جمجمه جفت‌داران تفاوت دارد.	کیسه‌داران	جفت‌داران	predicate: negative

107	رسیستین در جوندگان، نخستی‌سانان و سایر پستانداران نیز دیده می‌شود.	جوندگان	پستانداران	predicate: classis

108	شغل اصلی ساکنان روستا کشاورزی و محصول عمده آنها مرکبات (پرتقال، نارنگی، نارنج) و چای است.	نارنج	مرکبات	predicate: genus

109	آب زیر زمینی‌اش شیرین است و محصولات زراعتی فراوانی مانند: جو و گندم، وعدس و لوبیا، و نخود، و غله کشت می‌شود، همچنین در حدود ۶۰۰ اصله نخل دیم دارد که از ثمر آن مرغوب‌ترین انواع خرما در منطقه بدست می‌آید، مردم این دهستان به دامداری نیز می‌پردازند.	خرما	نخل	predicate: ordo

110	علاوه بر موارد ذکر شده نیز اهالی این روستا در فصل زمستان که فصل بیکاری محسوب می‌گردد به شکار پرندگان وحشی از قیبل چنگر، خوتکا، قو، مرغابی و …	چنگر	پرندگان	predicate: classis

111	در روستای ایلود تمام منتوجات نخیل ساخته می‌شود از مشب رنگی و باد بزن و حصیر وپدی خرما تمام این‌ها از پش نخل می‌سازند.	خرما	نخل	predicate: familia

112	این گیاه از تیرهٔ پنیرکیان است با ساقه‌های بلند و گل‌های درشت‌تر با خواص پنیرک.	پنیرکیان	گیاه	predicate: regnum

113	میوه گریپ (انگلیسی: grapefruit) میوه‌ای از خانواده مرکبات با پوست زردرنگ (گاهی سبز رنگ) و مزه ترش مایل به تلخی است (گاهی شیرین نیز میتواند باشد) گریپ‌فروت احتمالاً از پیوند پرتقال و دارابی به دست آمده است.	گریپ‌فروت	مرکبات	predicate: genus

114	۲ – کپر (لوگ): ساختن کپر در گذشته بیشتر رایج بوده و تا کنون افراد فقیر و حاشیه نشین از کپر (لوگ) بعنوان منزل مسکونی خود استفاده می‌کنند و برای ساختن این نوع منزل مسکونی از شاخهٔ نخل خرما و شاخه نخل وحشی (داز) استفاده می‌شود و شکل ظاهری این نوع منزل مسکونی گرد می‌باشد.	خرما	نخل	predicate: familia

115	آب چاه‌ها حداکثر قابلیت کشت گندم, جو، و به صورت نادر برخی دیگر از صیفی جات و نخل خرما و گز را دارند.	خرما	نخل	predicate: familia

116	کک‌ها معمولاً به جوندگان، به خصوص موش‌ها حمله می‌کنند، ولی درصورتی که تعداد این جانوران به علت ابتلا به طاعون کم شود، جانور دیگری از جمله انسان را میزبان قرار می‌دهند.	جوندگان	جانوران	predicate: regnum

117	با ساختن این سد عظیم و ایجاد باغ‌های مرکبات و نخل خرما و دیگر فراورده‌های کشاورزی بر تجارت مملکت سبأ افزوده شد، و فراورده‌های کشاورزی از سبا به سایر مناطق مجاور حمل می‌شد.	خرما	نخل	predicate: familia

118	طبق آمار مجموعه باغ وحش مشهد ۱۲۵ گونه جانوری شامل ۴۹ گونه پرندگان، ۶۱ گونه پستانداران و جوندگان، ۵ گونه خزندگان و ۱۰ گونه آبزیان وجود دارند که جمعاً تعداد آنها به ۸۱۲ عدد می‌رسد.	جوندگان	پستانداران	predicate: classis

119	اوجا. (اِ) نارون.	اوجا	نارون	predicate: genus

120	سبزیِ کوکوسبزی در [[مازندران]] شامل [[نعنا]] و [[پونه]]، [[جعفری]]، و [[گشنیز]] است.	پونه	نعنا	predicate: genus

121	پیشهٔ عمده مردم این روستا تجارت و کار در کشورهای عربی حوزهٔ خلیج فارس است تعداد چند بستان نخل خرما و گز در روستا وجود دارد.	خرما	نخل	predicate: familia

122	در منطقه گاوبندی نخلستان وسیعی وجود دارد و در زمان پیشین محصولات خرما و غله از این منطقه به هند ومومباسا برده می‌شده‌است ومردم منطقه از راه تجارت و سفر به هند و آفریقا امرا معاش می‌نموده‌اند، نخلستان گاوبندی به شرح زیر است: نخل فولاد، نخل جنگل غربی، نخل خلفانی، نخل ملا خنجیها، نخل خجه کش (هیزم کش)، نخل درواه، نخل خواجه، نخل علی قاسم، نخل ملا اسحاق، نخل باقر حافظی، زریبه میر، زریبه ملا احمد وهزارها باغها و نخلستانهایی که در دوران گذشته در منطقه وجوده داشته‌است که متأسفانه بعلت ایجاد سدهای کوچک در مسیر آبخور این زمین هاو کمبود آب شیرین، بیشتر نخل‌ها مرده و نابود شده‌اند.	خرما	نخل	predicate: ordo

123	این حیوانات ممکن است پرندگان و تخم‌های آنها را هم بخورند و رژیم غذایی خود را با شکار جوندگان و دیگر پستانداران کوچک تکمیل کنند.	جوندگان	پستانداران	predicate: classis

124	سرخو چشم‌درشت از ماهیان در خانواده سرخوماهیان (Lutjanidae) است.	سرخو چشم‌درشت	سرخوماهیان	predicate: genus

125	آب زیر زمینی اش شیرین است و محاصیل زراعتی فراوانی مانند: گوجه فرنگی، جو و گندم، وعدس و لوبیا، و نخود، و غله کشت می‌شود، همچنین در حدود ۶۰۰ اصله نخل خرما دارد که از ثمر آن مرغوب‌ترین انواع خرما در منطقه بدست می‌آید، همچنین منابع تامین آب کشاوزی به دلیل پائین بودن حجم نزولات جوی وفصلی بودن جریانات سطحی عمدتاً بر استحصال از منابع تحت‌الارضی استوار است بطوریکه آب مورد نیاز اراضی زراعی در حال حاضر از طریق ۲۲ چاه نیمه عمیق که در نقاط مختلف حفر گردیده تامین می‌گردد.	خرما	نخل	predicate: ordo

126	پوشش گیاهی این منطقه، شامل بنه، کسور، اسکنبیل، گز، تاغ، قیچ، بادام کوهی، زرشک وحشی، درمنه، آنغوزه، زیره سیاه، گیاهان علفی، گل بومادران، آویشن، لاله قرمز، خارشتر، افدرا و برخی از گیاهان خانواده کاسنی می‌باشد.	لاله	گیاهان	predicate: regnum

127	در روستای ایلود تمام منتوجات نخیل ساخته می‌شود از مشب رنگی و باد بزن و حصیر وپدی خرما تمام این‌ها از پش نخل می‌سازند.	خرما	نخل	predicate: ordo

128	از پرندگان پارک ملی توران هم می‌توان به هوبره، کبک، تیهو، بلدرچین، چاخ‌لق، کبوتر چاهی، قمری، دم‌جنبانک ابلق، سبزه‌قبای هندی، باقرقره، سهره سبز، سهره صورتی، چکاوک کاکلی، سنگ‌چشم دم‌سرخ، انواع گنجشک، اردک بلوطی و حواصیل و انواع پرندگان شکاری مانند بحری، دلیجه، عقاب طلایی، عقاب دشتی، شاه‌بوف، مرغ حق، دال، کرکس مصری، قرقی و انوع سارگپه اشاره کرد.	گنجشک	پرندگان	predicate: classis

129	گرگ، گراز، روباه، خرگوش، شغال، خرس قهوه‌ای، کفتار، بز کوهی، میش، برخی گونه‌های مار، لاک پشت، برخی ازخزندگان و پرندگان (کرکس، درنا، تیهو، بلبل، سهره، رنگرز، دارکوب، عقاب، قوش، خفاش، پرستو، گنجشک، سار، کلاغ، زاغچه …) جانوران منطقه‌ی بروجرد را تشکیل می‌دهند.	گنجشک	جانوران	predicate: regnum

130	در این روستا تعدادی چشمهٔ آب شیرین وجود دارد، لذا از لحاظ کشاورزی روستای نسبتاً بارونقی است، باغ‌های مرکبات و نخل خرما در روستا فراوان است.	خرما	نخل	predicate: ordo

131	باکتری فرانسیسلاتولارنسیس (Francisella tularensis) کوکوباسیل کوچک، گرم منفی و فاقد کپسول می‌باشد، این باکتری قادر به آلوده کردن بیش از ۱۰۰ گونه از جانوران مانند انسان، جوندگان، ماهیان، حشرات است اما خرگوش بعنوان منبع اصلی بیماری شناخته شده‌است.	جوندگان	جانوران	predicate: regnum

132	این روستا دارای آب زیر زمینی بسیار شیرین، چند شعاب (وادی) و دره‌های گوناگون است، اطراف دره‌ها مملو از باغ‌های درخت نخل خرما، درختهای کوهستانی سمر و کُنار و سلم است.	خرما	نخل	predicate: ordo

133	در روستا در حدود ۵۰۰ اصله نخل خرما وجود دارد، همچنین دارای ۱۵۰ من زمین کشت دیم است.	خرما	نخل	predicate: familia

134	«انجیردان» دارای ۵۰۰ اصله نخل خرما و ۵۰۰ من زمین زیر کشت دیم می‌باشد.	خرما	نخل	predicate: familia

135	درختان مرکبات درختان پرتقال، نارنگی، لیمو ترش، لیمو شیرین، گریپ فروت، نارنج (که به‌آن «پرتقال تلخ» هم می‌گویند) و گونه‌های گوناگون آن‌ها را مرکبات می‌گویند.	نارنج	مرکبات	predicate: genus

136	گل‌های جو دو سر سنبله‌ای هستند و دانه‌های آن دارای مقدار زیادی هیدرات کربن مانند نشاسته و همچنین اسیدهای چربی مانند اسید پالمتیک، اسید اولئیک و اسید لینولئیک را در ترکیبات خود داراست.	جو دو سر	سنبله‌ای	predicate: negative

137	سفید شمالگان گونه‌ای پروانه است که در تیره کاهی‌بالان و سرده پروانه‌های سپیدباغی قرار دارد.	سفید شمالگان	پروانه‌های سپیدباغی	predicate: genus

138	جانوران این منطقه عبارت‌اند از: آهو، بز، پازن، قوچ، میش کوهی سیار، تیهو و کبک انجیر، کلاغ و در بعضی مناطق، دراج نیز موجود می‌باشد؛ در قدیم در این مناطق نخلستانهای زیادی نیز وجود داشته ولی امروز آثار زیادی از آن باقی نمانده‌است.	آهو	جانوران	predicate: regnum

139	پرندگان: پرندگانی همچون، پرستو، گنجشک، کلاغ، شاهین، عقاب، هما، کلکمری، تیهو، چکاوک، کبک، سهره‌ها، سینه سبز، لک لک، مرغ ماهی خوار و …	گنجشک	پرندگان	predicate: classis

140	درپایه کوه‌های که دهستان را احاطه نموده‌است باغهای مرکبات ومزاره نخل خرما وجود دارد.	خرما	نخل	predicate: familia

141	وجود بیش از ۳۵۰ هزار اصله درخت نخل، ۵/۳ میلیون درخت مرکبات نظیر پرتقال، لیموشیرین، لیموترش، نارنگی و نارنج که ۲۴ هزارهکتار از اراضی شهرستان جهرم را دربرمی گیرد و همچنین قرارداشتن بیش از ۴۱هزار هکتار از زمین‌های زراعی این سامان، زیر کشت گندم و جو و حبوبات، برنج، تنباکو و صیفی جات، جهرم را بعنوان یکی از قطبهای مهم کشاورزی کشورمان معرفی می‌نماید علاوه بر خرمای شاهانی جهرم که از نظر کارشناسان یکی از مرغوبترین انواع خرما در جهان است و ۲/۱ درصد خرمای جهان را تأمین می‌کند مرکبات جهرم هم درصد بالایی از تولید مرکبات ایران را به خود اختصاص داده است.	خرما	نخل	predicate: ordo

142	«شهر طریف» دارای یک باند فرودگاه داخلی است، و به زراعت انگور و نخل خرما مشهور است.	خرما	نخل	predicate: ordo

143	درون‌مُرزتباران (نام علمی: Entoprocta) شاخه‌ای از سلسلۀ جانوران است با دهان و مخرجی که درون تاجیانۀ lophophore شاخکی قرار دارد و بدنی جام‌شکل و ظاهری شبیه به گزنده‌تباران Cnidaria که به کمک مژه از ذرات بسیار ریز تغذیه می‌کند؛ طول آنها حداکثر ۵ میلی‌متر است.	گزنده‌تباران	جانوران	predicate: regnum

144	سفید نیوفاندلند زیرگونه‌ای از پروانه است که در گونه سفید خردلی، تیره کاهی‌بالان و سرده پروانه‌های سپیدباغی قرار دارد.	سفید نیوفاندلند	پروانه‌های سپیدباغی	predicate: genus

145	سفید ناگا گونه‌ای پروانه است که در تیره کاهی‌بالان و سرده پروانه‌های سپیدباغی قرار دارد.	سفید ناگا	پروانه‌های سپیدباغی	predicate: genus

146	اسطوخودوس فرانسوی گیاهی است از سردهٔ لاواندولا.	اسطوخودوس فرانسوی	لاواندولا	predicate: genus

147	باغات مرکبات و میوه جات و نخل خرما وصیفی جات و شتوی در أطراف این شهر فراوان أست، ودر حدود ۳ هزار هکتار زمین زیر کشت دارد.	خرما	نخل	predicate: familia

148	سفید ویرجینیای غربی گونه‌ای پروانه است که در تیره کاهی‌بالان و سرده پروانه‌های سپیدباغی قرار دارد.	سفید ویرجینیای غربی	پروانه‌های سپیدباغی	predicate: genus

149	روباه قرمز، شغال، سمور سنگی، کفتار، رودک و انواع جوندگان همچون خرگوش بی‌دم و تشی از دیگر پستانداران این منطقه‌اند.	جوندگان	پستانداران	predicate: classis

150	صیفی کاری، تنباکو، خرما، شتوی کاری، در حدود ۱۰۰۰ اصله نخل دیم و زمین زیر کشت جو و گندم دارد. کنار بمبیی هم از محصولاتیست که از طریق کشور‌های عربی هم جوار وارد این روستا شده و در سالهای اخیر رونق زیادی یافته است.	خرما	نخل	predicate: familia

151	در دشتها و پشتخه‌های روستا جو و گندم می‌کارند، همچنین در حدود ۳۰۰ اصله نخل خرما نیز در روستا وجود دارد.	خرما	نخل	predicate: familia

152	سردهٔ پرونوس به ۶ زیرسرده تقسیم می‌شوند و گیلاس یکی از این زیرسرده‌های شش‌گانه‌است.	گیلاس	پرونوس	predicate: genus

153	سفید کشمیری گونه‌ای پروانه است که در تیره کاهی‌بالان و سرده پروانه‌های سپیدباغی قرار دارد.	سفید کشمیری	پروانه‌های سپیدباغی	predicate: genus

154	این حشره، آفت مهم در نخلستان‌ها، از جمله نخل نارگیل، خرما و درخت پالم می‌باشد.	خرما	نخل	predicate: ordo

155	مهمترین سوغاتی وحدتیه عبارت است از: خرما، رطب، خارک، حصیر و سایر محصولات بافته شده با برگ نخل، ظروف سفالی، قالی، قالیچه، گبه، گلیم، نمد، گیوه، عبا، ملحفه، قبا، ارده (شیره کنجد)، انواع حلوا، گرده و مشتک و انواع دیگر نان محلی، لورک و ماست و سایر لبنیات محلی، خاک شیر (درمان درد معده)، زیره (دفع باد شکم)، بنگو، گل گاوزبان و شنبلیله.	خرما	نخل	predicate: ordo

156	پرندگان: عقاب طلایی «قرقی و انواع بلبل و گنجشک» سار «کبک وتیهو» شاهین وهدهد «دارکوب و کبوتر» جغد «هوبره» کلاغ " زاغ نوک سیاه و …	گنجشک	پرندگان	predicate: classis

157	گونه‌هایی از سرده پروانه‌های سپیدباغی که در تبار کاهی‌بالان پیرینی قرار دارند عبارتند از: سفید ویرجینیای غربی، سفید کوچک جنوبی، سفید کلمی بزرگ، سفید خردلی (پروانه)، سفید نیوفاندلند و سفید شمالگان.	سفید کوچک جنوبی	پروانه‌های سپیدباغی	predicate: genus

158	مارچوبه‌سانان راسته‌ای از تک‌لپه‌ای‌ها است شامل مارچوبه‌ایان که سایر تیره‌های آن هنوز به طور قطعی تعیین نشده‌است.	مارچوبه‌سانان	تک‌لپه‌ای‌ها	predicate: classis

159	کرم ترومپت گونه‌ای کرم است که در سرده کرم‌های نان‌بستنی لاگیس و تیره کرم‌های نان‌بستنی قرار دارد.	کرم ترومپت	کرم‌های نان‌بستنی لاگیس	predicate: genus

160	جوجه‌تیغی یا خارپشت به جانوران پستانداری گفته می‌شود که در خانواده خارپشت‌ها قرار می‌گیرند.	جوجه‌تیغی	جانوران	predicate: regnum

161	در استان اصفهان، حصیربافی در مناطق بیابانی و خشک مانند خور و بیابانک و نایین انجام می‌شود و مواد خام مورد استفاده الیاف نخل خرما است ولی در شهرستان نجف‌آباد برای بافت سبدهای حصیری از ترکه‌های نرم درختان یک ساله یا دو ساله استفاده می‌شود، سبدهای ساخته شده در نجف آباد، لوده نام دارد و کاربرد آن‌ها در حمل محصولات باغی و میوه است.	خرما	نخل	predicate: familia

162	انواع قو، غاز، مرغابی، فلامینگو، آنقوت، چنگر (پرلا)، پرستوی دریایی، بوتیمار، قار، خوتکا، مرغ سقا، گیلانشاه، گیلار، کشیم، لک‌لک، کاکایی، باکلان، حواصیل، درنا، قرقاول، بلدرچین، چاخ‌لق، زنگوله بال، سلیم، خروس کولی، آبچلیک، ابیا، پاشلک، تلیله، جغد، چکاوک، دارکوب، هدهد، سبزه قبا، زنبورخوار، ماهی‌خورک و پرندگان شکاری مانند انواع عقاب، کورکور، سارگپه، سنقر، عقاب دریایی، هما، قرقی، طرلان، پیغو، ترمتای، دلیجه، لیل، بالابان، لاچین و بحری، سسک، پپت، زرده‌پره، توکا، قمری، چرخ ریسک، مگس‌گیر، دم جنبانک، سنگ چشم، بلبل، سینه سرخ، کوکو و چلچله از جمله پرندگان بوجاق هستند.	آبچلیک	پرندگان	predicate: classis

163	این حشره، آفت مهم در نخلستان‌ها، از جمله نخل نارگیل، خرما و درخت پالم می‌باشد.	خرما	نخل	predicate: familia

164	همچنین در حدود ۶۰۰ اصله نخل دیم دارد که از ثمر آن انواع خرما بدست می‌آید.	خرما	نخل	predicate: ordo

165	شَته‌ها نوعی موچ هستند، در بریتانیا و کشورهای مشترک‌المنافع به عنوان شپش بوته و یا مگس سفید هم شناخته می‌شوند، این گونهٔ خاص حشرات کوچکی هستند که مکندهٔ شیره گیاهان می‌باشند و عضو طبقه آرایه‌شناختی Aphidoidea هستند، بسیاری از گونه‌ها سبز هستند اما معمولاً در برخی گونه‌ها و یا سیاه و سفید هم وجود دارد همانند، شته از مخرب‌ترین آفات گیاهان کشت شده در مناطق معتدله است، آسیب آنها به گیاهان باعث شده که در سراسر جهان تبدیل به بزرگترین دشمن باغبان‌ها و کشاورزان شوند، از دیدگاه جانور شناسی آنها یک گروه بسیار موفق از موجودات زنده هستند، موفقیت‌های آنها نتیجهٔ بخشی از زندگی آنها مثلاً قابلیت تولید مثل غیرجنسی در برخی از گونه‌ها است در حدود ۴۴۰۰ گونه از شته‌ها شناخته شده که همگی در خانوادهٔ شته‌ها جای می‌گیرند، در حدود ۲۵۰ گونه از این حشره به عنوان آفات جدی برای کشاورزی و جنگل‌داری شناسایی شده که طول آنها از ۱ تا ۱۰ میلی‌متر متفاوت است، دشمنان طبیعی شته‌ها عبارت هستند از کفشدوزک‌ها و عمدتاً کفشدوزک شکارگر، همچنین لارو مگس گلزار، یا پاراتیزوئید،، عنکبوت، خرچنگ، و مانند و از دیگر نابود کنندگان شته‌ها هستند از انواع شته می‌توان به شته گردو، شته پشت‌شناکن معمولی و شته آبی اشاره کرد.	شپش	حشره	predicate: classis

166	از انواع پرندگان که در این کوه زندگی می‌کنند می‌توان از کبک، قُمری، بادخور، تیهو، سبزقبا، چکاوک، چکاوک هدهد و هدهد، بلبل، گنجشک، دم جنبانک، فاخته، سهره، صعوه، کوکر، دراج نام برد که به‌ویژه در فصل زمستان و بهار هنگام جفت‌گیری و تخم گذاری با آواز دلنشین خود این منطقه کوهستانی را شاد می‌کنند.	سبزقبا	پرندگان	predicate: classis

167	جمجمه کیسه‌داران نیز از جهات گوناگون با جمجمه جفت‌داران تفاوت دارد.	جفت‌داران	کیسه‌داران	predicate: negative

168	از کشورهایی که مبنای انتخابشان در ارتباط با محصول کشاورزی بوده‌است، می‌توان به انتخاب لاله در هلند و بلژیک و انتخاب قهوه عربی در کشورهای یمن و اتیوپی، انتخاب نخل خرما در عربستان سعودی و فلفل سیاه در لیبریا اشاره کرد.	خرما	نخل	predicate: familia

169	لازم است ذکر شود که درخت نخل (خرما) یک درخت گرمسیری و بنابراین جنوبی بوده و از راه جنوب غرب کشور و منطقهٔ بین‌النهرین وارد ایران گردیده و عنوان شناخته شدهٔ deraxt_e asurik (درخت آسوریک) نیز می‌تواند تصدیق کنندهٔ این ادعا باشد.	خرما	نخل	predicate: ordo

170	در عزان باغ‌های نخل خرما وبساتین انگور (کروم)، و واحات فراوان است.	خرما	نخل	predicate: familia

171	همچنین حیات وحش و پرندگان مختلفی در این کوه وجود دارند که از گونهٔ زیر می‌توان نام برد: کبک، قُمری، بادخور، تیهو، عقاب، چکاوک، چکاوک هدهد (أم سالم)، دم جنبانک، جغد، گنجشک، سبزقبا، فاخته، بلبل و بوکلو و «مرغ سلیمان» یا هدهد از جمله پرندگان این کوهستان هستند؛ که در فصل زمستان و بهار با آواز دلنشین خود این منطقه کوهستانی را شاد می‌کنند.	گنجشک	پرندگان	predicate: classis

